,Element Number,Section Number,Midpoint X,Midpoint Y,Midpoint Z,Relative Chord,Chordlength,Relative Radius,Element height,Element offset,Element area,Cp_suc,Cp_pres,Circular velocity,Pressure by Lift,Cl,Cd,Cf,Cf*dx,Viscous Drag,Total Drag,alpha
336,336,9,16.526,212.355,-0.185,0.502,54.487,0.5154,4.134,-2.973,42.952,-0.713,0.329,88951.161,0.0050539638595045195,0.876,0.0085,0.0008115,7.353687168342304e-05,1.5319798879877015e-05,0.0017707890952928442,2.294
337,337,9,16.299,220.53,0.006,0.502,53.705,0.5353,4.075,-2.93,42.324,-0.701,0.323,92375.184,0.005357034354523955,0.851,0.00835,0.0008093333333333333,7.346225372860064e-05,1.6263940172008358e-05,0.0018486214830542018,2.05
338,338,10,16.074,228.702,0.197,0.502,52.925,0.5551,4.016,-2.887,41.76,-0.701,0.323,95798.439,0.005761434891436047,0.851,0.00835,0.0008093333333333332,7.359589165853301e-05,1.7289679517989694e-05,0.001961642433045721,2.05
339,339,10,15.844,236.891,0.359,0.502,52.142,0.575,3.957,-2.845,41.073,-0.692,0.318,99228.506,0.006092023133900665,0.8314999999999999,0.0083,0.0008175,7.444786512536349e-05,1.8456266970948885e-05,0.002057641486440513,1.98
340,340,11,15.612,245.066,0.501,0.502,51.359,0.5948,3.897,-2.802,40.437,-0.692,0.318,102652.956,0.006519759174323578,0.8314999999999999,0.0083,0.0008175,7.456840001508492e-05,1.947765895557241e-05,0.002168003729442322,1.98
341,341,11,15.38,253.242,0.643,0.502,50.578,0.6147,3.838,-2.759,39.801,-0.685,0.311,106077.6,0.006868630453872689,0.8165,0.0083,0.0008736666666666667,7.981735779861264e-05,2.1913049612041372e-05,0.0022786811891072744,1.818
342,342,11,15.148,261.42,0.785,0.502,49.797,0.6345,3.779,-2.717,39.232,-0.685,0.311,109503.46,0.007319450251909648,0.8165,0.0083,0.0008736666666666667,7.995765165444303e-05,2.305746609990552e-05,0.002393479106368697,1.818
343,343,12,14.913,269.602,0.887,0.502,49.014,0.6544,3.719,-2.674,38.543,-0.68,0.306,112930.759,0.007712775138982587,0.806,0.0083,0.0010588333333333333,9.705526368197087e-05,2.9244979344790505e-05,0.002500980568731912,1.7109999999999999
344,344,12,14.677,277.778,0.986,0.502,48.232,0.6742,3.66,-2.631,37.921,-0.68,0.306,116355.478,0.008187660893164672,0.806,0.0083,0.0010588333333333333,9.721636662016662e-05,3.059526744944179e-05,0.0026121190151297967,1.7109999999999999
345,345,13,14.441,285.955,1.084,0.502,47.45,0.6941,3.6,-2.589,37.289,-0.677,0.314,119780.547,0.008721351898652703,0.7995000000000001,0.00825,0.001505,0.00013840687406453572,4.539109257355169e-05,0.0027056207739883805,1.645
346,346,13,14.206,294.138,1.175,0.502,46.668,0.7139,3.541,-2.546,36.699,-0.677,0.314,123208.259,0.009227644800226394,0.7995000000000001,0.00825,0.001505,0.00013864962743382697,4.734961018910087e-05,0.002817420365925754,1.645
347,347,14,13.967,302.315,1.235,0.502,45.886,0.7338,3.482,-2.503,36.036,-0.676,0.319,126633.229,0.009780910391338722,0.796,0.0082,0.0018403333333333336,0.0001698292979153222,6.015938265688299e-05,0.0029047222348667196,1.609
348,348,14,13.729,310.491,1.296,0.502,45.104,0.7536,3.422,-2.461,35.409,-0.676,0.319,130058.16,0.010317135343794543,0.796,0.0082,0.0018403333333333334,0.00017010914691732492,6.245719253521092e-05,0.0030107080546211903,1.609
349,349,14,13.49,318.668,1.358,0.502,44.322,0.7735,3.363,-2.418,34.799,-0.675,0.321,133483.229,0.010882054893031158,0.795,0.0082,0.0020305,0.00018799516126615282,7.145437326932269e-05,0.0031167071368338344,0.0
350,350,15,13.251,326.851,1.398,0.502,43.539,0.7933,3.304,-2.375,34.159,-0.675,0.321,136910.867,0.011448098272260497,0.795,0.0082,0.0020305,0.00018829549452805444,7.3905371649228e-05,0.003218473437416089,0.0
351,351,15,13.01,335.026,1.422,0.501,42.757,0.8132,3.244,-2.333,33.522,-0.675,0.321,140335.44,0.012027966964733081,0.795,0.008150000000000001,0.0020305,0.0001886037055823266,7.632706670092776e-05,0.0032982681421443553,0.0
352,352,16,12.769,343.203,1.45,0.501,41.975,0.833,3.185,-2.29,32.895,-0.675,0.322,143760.418,0.01262468136687457,0.794,0.0081,0.002051583333333333,0.00019086641856728414,7.954117770071378e-05,0.0033755730537200763,1.588
353,353,16,12.529,351.379,1.479,0.501,41.193,0.8529,3.126,-2.247,32.268,-0.675,0.322,147185.316,0.013233378660253823,0.794,0.0081,0.002051583333333333,0.0001911786949134728,8.192255192042591e-05,0.003470955123193941,1.588
354,354,17,12.289,359.555,1.51,0.501,40.412,0.8727,3.066,-2.205,31.644,-0.672,0.325,150610.214,0.013862409095685785,0.7879999999999999,0.008150000000000001,0.002673416666666667,0.00024954788736962296,0.00010980475900464723,0.0035861204649765784,1.527
355,355,17,12.05,367.732,1.545,0.501,39.63,0.8926,3.007,-2.162,31.025,-0.666,0.32,154035.119,0.014337655413356094,0.7745,0.0083,0.003654833333333333,0.0003417658514211611,0.00015422215473426387,0.003745382632499994,1.391
356,356,18,11.809,375.909,1.579,0.501,38.85,0.9124,2.948,-2.119,30.413,-0.657,0.31,157460.588,0.01469930914935609,0.7535,0.0086,0.003812166666666667,0.000357115027553757,0.00016507077495699413,0.003975214020968227,1.18
357,357,18,11.566,384.089,1.594,0.501,38.071,0.9323,2.889,-2.077,29.79,-0.644,0.302,160886.81,0.01500806739603671,0.724,0.0092,0.0037248333333333335,0.0003494438844020777,0.00016517516798000075,0.004348656860932523,0.89
358,358,18,11.739,392.158,1.599,0.504,36.475,0.9518,2.768,-1.99,27.635,-0.628,0.292,164266.576,0.015211430091224153,0.6845000000000001,0.0102,0.0037110833333333336,0.0003480505661854927,0.00015909441091391466,0.0046624345683640754,0.506
359,359,19,12.477,400.097,1.704,0.503,32.688,0.9711,2.48,-1.783,24.781,-0.607,0.279,167592.317,0.015257826459397885,0.633,0.01185,0.0037576666666666665,0.00035526523193731317,0.00015157854216159132,0.005055956967192892,0.009000000000000001
360,360,19,13.208,408.034,1.727,0.501,28.896,0.9904,2.193,-1.58,21.833,-0.545,0.244,170916.87,0.014134284065076974,0.481,0.01935,0.003945916666666667,0.00037453190470849974,0.00014643143736300061,0.007565305591734169,-1.446
361,361,0,13.375,53.655,-0.338,0.586,34.727,0.1302,8.074,-0.159,21.774,-0.681,0.356,22474.78,0.0003211371156460781,0.9620000000000001,0.018000000000000002,0.0009370833333333334,8.000959662219604e-05,5.394137504103899e-07,0.00012135353654180842,3.145
362,362,1,15.288,60.95,-1.114,0.581,40.386,0.1479,8.065,-0.55,25.487,-0.681,0.356,25530.712,0.00041440545071342824,0.9620000000000001,0.018000000000000002,0.0009370833333333332,7.964053000224439e-05,8.110448926204073e-07,0.00018330877590538283,3.1449999999999996
363,363,1,17.257,68.245,-2.064,0.577,46.239,0.1656,7.759,-1.048,29.457,-0.638,0.374,28586.211,0.0005071067101058812,1.056,0.017550000000000003,0.005925,0.0005009701741826527,7.39227622789424e-06,0.00025896641054771265,4.131
364,364,1,19.219,75.54,-3.184,0.574,52.221,0.1833,7.072,-1.661,33.479,-0.638,0.374,31642.033,0.0006213194073939702,1.056,0.017550000000000003,0.005925,0.0004967123484017582,1.0206223011868846e-05,0.00036060954480926337,4.131
365,365,2,21.144,82.83,-4.453,0.57,58.29,0.201,6.0,-2.418,37.462,-0.638,0.374,34695.909,0.000747037990095576,1.056,0.017550000000000003,0.005925,0.0004910289325938469,1.3574264198462555e-05,0.0004851615065217913,4.131
366,366,2,23.16,90.12,-5.893,0.57,64.426,0.2187,4.632,-3.276,38.739,-0.656,0.379,37749.219,0.0009040999094791256,1.08,0.01585,0.0076005833333333325,0.0006177357081794477,2.0903894337067978e-05,0.0005363567636700054,4.449
367,367,3,25.083,97.161,-6.469,0.595,65.507,0.2358,3.938,-3.375,46.012,-0.627,0.378,40698.781,0.0010203005282946227,1.08,0.01585,0.007506666666666667,0.0006107638227374394,2.8534434049356056e-05,0.0007405002766130102,4.449
368,368,3,24.878,105.372,-5.927,0.595,64.711,0.2558,3.89,-3.334,46.394,-0.616,0.375,44138.118,0.0011827587565712853,1.0635,0.01375,0.007134666666666668,0.0005770895880180876,3.19738465280524e-05,0.0007618234653489209,4.221
369,369,3,24.643,113.575,-5.453,0.595,63.916,0.2757,3.842,-3.293,45.762,-0.616,0.375,47574.045,0.0013740695359925961,1.0635,0.01375,0.007134666666666668,0.000577506354812582,3.6665532864070755e-05,0.0008729792714481644,4.221
370,370,4,24.39,121.767,-5.024,0.594,63.128,0.2956,3.795,-3.253,45.106,-0.616,0.375,51005.793,0.0015794561084602706,1.0635,0.01375,0.007134666666666668,0.0005777938410498773,4.1563153131935905e-05,0.0009890956167440098,4.221
371,371,4,24.132,129.949,-4.615,0.594,62.35,0.3154,3.748,-3.213,44.454,-0.598,0.368,54432.927,0.0017550302004262534,1.0295,0.01205,0.004977166666666666,0.0004032978804815995,3.256253554070266e-05,0.0009729249080032528,3.8360000000000003
372,372,5,23.88,138.124,-4.199,0.594,61.58,0.3353,3.702,-3.173,44.019,-0.598,0.368,57857.29,0.0019827930898225687,1.0295,0.01205,0.004977166666666667,0.0004036280979605306,3.6458462515347164e-05,0.001088438777007277,3.8360000000000003
373,373,5,23.624,146.332,-3.812,0.594,60.8,0.3552,3.655,-3.133,43.287,-0.617,0.36,61295.613,0.0022506899649889795,0.9850000000000001,0.0106,0.002177083333333333,0.00017659036482058744,1.7605121896576212e-05,0.001056763727133723,3.3779999999999997
374,374,6,23.357,154.508,-3.45,0.594,60.014,0.375,3.607,-3.092,42.73,-0.617,0.36,64720.055,0.002509196399834089,0.9850000000000001,0.0106,0.0021770833333333334,0.0001770369021744985,1.9423648044759633e-05,0.0011629816537995763,3.378
375,375,6,23.095,162.69,-3.077,0.594,59.233,0.3949,3.56,-3.052,42.187,-0.668,0.351,68147.627,0.0029032095241695367,0.941,0.00945,0.0008081666666666667,6.582755093085022e-05,7.905829447720034e-06,0.0011349364699810103,2.9339999999999997
376,376,7,22.834,170.878,-2.702,0.594,58.455,0.4148,3.514,-3.012,41.773,-0.668,0.351,71577.157,0.0032027702773613402,0.941,0.00945,0.0008081666666666667,6.594470403549679e-05,8.651271273743456e-06,0.0012397434294779569,2.9339999999999997
377,377,7,22.558,179.086,-2.391,0.594,57.668,0.4347,3.466,-2.971,41.069,-0.668,0.351,75015.424,0.003517855876779824,0.941,0.00945,0.0008081666666666667,6.60173023834349e-05,9.352643442434582e-06,0.0013387775225602641,2.934
378,378,7,22.277,187.273,-2.091,0.594,56.884,0.4545,3.419,-2.931,40.52,-0.657,0.345,78444.833,0.0037782564285098255,0.9055,0.008799999999999999,0.00059975,4.9069574921767014e-05,7.500088058716576e-06,0.0013450447659661357,2.5839999999999996
379,379,8,21.996,195.463,-1.796,0.594,56.102,0.4744,3.372,-2.891,39.938,-0.657,0.345,81875.208,0.004115926175275101,0.9055,0.008799999999999999,0.00059975,4.913780302244257e-05,8.06424486567176e-06,0.0014442109832525415,2.5839999999999996
380,380,8,21.713,203.668,-1.513,0.594,55.32,0.4943,3.325,-2.85,39.476,-0.641,0.339,85312.427,0.004372549946456916,0.876,0.0085,0.0005893333333333334,4.8360701798057775e-05,8.517549504505581e-06,0.0014970661734938903,2.294
381,381,9,21.421,211.857,-1.28,0.594,54.534,0.5142,3.278,-2.81,38.815,-0.641,0.339,88742.331,0.0047312059201071515,0.876,0.0085,0.0005893333333333334,4.8427150594151735e-05,9.074228259812193e-06,0.0015927210100550144,2.294
382,382,9,21.129,220.047,-1.045,0.594,53.751,0.5341,3.231,-2.769,38.25,-0.628,0.334,92172.986,0.005011495802232079,0.851,0.00835,0.0005566666666666667,4.581328067445615e-05,9.126147421882583e-06,0.0016633458650169932,2.05
383,383,10,20.837,228.235,-0.81,0.593,52.969,0.554,3.184,-2.729,37.742,-0.628,0.334,95602.836,0.005391400585036051,0.851,0.00835,0.0005566666666666667,4.588568567725089e-05,9.703028598298597e-06,0.0017656985528269299,2.05
384,384,10,20.542,236.441,-0.604,0.593,52.185,0.5739,3.137,-2.689,37.135,-0.619,0.327,99040.092,0.005686485894575491,0.8314999999999999,0.0083,0.0005939166666666666,4.9024976557841e-05,1.0946780772507873e-05,0.001853305943035348,1.98
385,385,11,20.241,244.632,-0.426,0.593,51.401,0.5938,3.09,-2.648,36.562,-0.619,0.327,102471.316,0.006087325536478795,0.8314999999999999,0.0083,0.0005939166666666666,4.91112664116491e-05,1.1557916667788909e-05,0.001953334038233911,1.98
386,386,11,19.941,252.824,-0.247,0.593,50.618,0.6137,3.043,-2.608,35.997,-0.611,0.338,105902.724,0.006522795646220905,0.8165,0.0083,0.0015866666666666668,0.00013142034521227078,3.252434238669304e-05,0.0020541114952447002,1.818
387,387,11,19.642,261.018,-0.068,0.593,49.835,0.6335,2.996,-2.568,35.494,-0.611,0.338,109335.048,0.006952456932151719,0.8165,0.0083,0.0015866666666666668,0.00013164678516355968,3.424088329167731e-05,0.0021588019104897154,1.818
388,388,12,19.337,269.218,0.064,0.593,49.051,0.6534,2.948,-2.527,34.87,-0.606,0.34,112769.938,0.007369913202485596,0.806,0.0083,0.002587,0.00021495853049251343,5.843309901576721e-05,0.0022562245876897604,1.7109999999999999
389,389,12,19.032,277.411,0.192,0.593,48.267,0.6733,2.901,-2.487,34.311,-0.606,0.34,116201.461,0.0078252615899396,0.806,0.0083,0.002587,0.00021529416317591128,6.114260359480643e-05,0.0023571638095095113,1.7109999999999999
390,390,13,18.726,285.604,0.318,0.593,47.484,0.6932,2.854,-2.447,33.738,-0.603,0.337,119633.446,0.008241813956696447,0.7995000000000001,0.00825,0.0029645833333333334,0.0002470871032904351,7.313701630018184e-05,0.002441974414857522,1.645
391,391,13,18.42,293.803,0.437,0.593,46.7,0.7131,2.807,-2.406,33.213,-0.603,0.337,123068.08,0.00872184637686624,0.7995000000000001,0.00825,0.0029645833333333334,0.00024747538760969064,7.631101233765421e-05,0.0025439533921594506,1.645
392,392,14,18.111,301.997,0.518,0.593,45.916,0.733,2.76,-2.366,32.608,-0.601,0.335,126500.082,0.009181370214009683,0.796,0.0082,0.003084833333333333,0.00025790517411302305,8.249530454740985e-05,0.0026229078172441463,1.609
393,393,14,17.802,310.189,0.6,0.593,45.133,0.7529,2.713,-2.325,32.044,-0.601,0.335,129931.852,0.009686282677476283,0.796,0.0082,0.003084833333333333,0.0002583068432091215,8.565937002789956e-05,0.0027192730378425094,1.609
394,394,14,17.492,318.383,0.683,0.593,44.349,0.7728,2.666,-2.285,31.494,-0.6,0.335,133363.775,0.010193230514978,0.795,0.0082,0.0031380833333333334,0.0002631672235024347,9.03626831398135e-05,0.00281560139551199,0.0
395,395,15,17.181,326.583,0.743,0.593,43.565,0.7927,2.619,-2.273,30.923,-0.6,0.335,136798.597,0.010725051180629391,0.795,0.0082,0.0031380833333333334,0.000263571887025623,9.349878814657337e-05,0.002908846127156833,0.0
396,396,15,16.868,334.774,0.782,0.593,42.781,0.8126,2.572,-2.233,30.347,-0.6,0.335,140229.968,0.011269840172836313,0.795,0.008150000000000001,0.0031380833333333334,0.00026399441287630924,9.65733607929049e-05,0.0029813998026956222,0.0
397,397,16,16.555,342.967,0.825,0.593,41.998,0.8324,2.524,-2.192,29.783,-0.6,0.334,143661.843,0.01181666350132679,0.794,0.0081,0.003137916666666667,0.00026439531449491465,9.962554776625184e-05,0.003052122683975025,1.588
398,398,16,16.243,351.16,0.868,0.592,41.214,0.8523,2.477,-2.151,29.22,-0.6,0.334,147093.641,0.01238796000541088,0.794,0.0081,0.003137916666666667,0.0002648194327897125,0.00010263112738025767,0.0031391658951260364,1.588
399,399,17,15.932,359.353,0.914,0.592,40.431,0.8722,2.43,-2.11,28.659,-0.597,0.331,150525.451,0.012893390687085969,0.7879999999999999,0.008150000000000001,0.0032281666666666665,0.00027288669969452163,0.00010862211320706839,0.003244094430503972,1.5270000000000001
400,400,17,15.621,367.546,0.963,0.592,39.648,0.8921,2.383,-2.069,28.101,-0.59,0.326,153957.275,0.013317944696338183,0.7745,0.0083,0.0032201666666666663,0.0002726790863528962,0.00011133402986345623,0.0033888643981693904,1.391
401,401,18,15.31,375.74,1.01,0.592,38.866,0.912,2.336,-2.028,27.548,-0.58,0.32,157389.584,0.013672221708635355,0.7535,0.0086,0.0030553333333333335,0.00025916326807779247,0.00010841040821658104,0.0035974600782651875,1.1799999999999997
402,402,18,14.994,383.936,1.039,0.592,38.085,0.9319,2.289,-1.988,26.987,-0.567,0.313,160822.553,0.0139559295272994,0.724,0.0092,0.002917833333333333,0.0002478485164913619,0.00010604566150201005,0.0039363563665005645,0.89
403,403,18,15.002,392.033,1.062,0.595,36.535,0.9515,2.196,-1.882,25.105,-0.55,0.305,164214.433,0.014135633273414591,0.6845000000000001,0.0102,0.00286975,0.00024313914650844366,0.00010089969625179512,0.004232872067487369,0.506
404,404,19,15.403,400.022,1.223,0.594,32.724,0.9709,1.967,-1.686,22.538,-0.528,0.295,167560.742,0.014178429530862919,0.633,0.01185,0.0029010833333333336,0.00024793952514982816,9.617651500272067e-05,0.004596651954114746,0.009000000000000001
405,405,19,15.794,408.009,1.307,0.592,28.908,0.9903,1.811,-1.509,19.885,-0.473,0.266,170906.232,0.013236345508102744,0.481,0.01935,0.003107916666666667,0.00026696716909140625,9.505226861411981e-05,0.00688946661098046,-1.446
406,406,0,16.188,53.617,-0.533,0.668,34.699,0.1301,8.045,-0.139,19.61,-0.497,0.345,22459.031,0.00026026782458899085,0.9620000000000001,0.018000000000000002,0.006159416666666666,0.00047933241541536276,2.906341257884453e-06,0.00010913958864348376,3.145
407,407,1,18.52,60.822,-1.673,0.664,40.284,0.1476,7.956,-0.475,22.854,-0.497,0.345,25476.916,0.00033491311025295,0.9620000000000001,0.018000000000000002,0.006159416666666666,0.0004771664374634801,4.338972382828247e-06,0.0001636776955774178,3.145
408,408,1,20.908,68.011,-2.961,0.66,46.049,0.1651,7.521,-0.928,26.359,-0.532,0.36,28488.173,0.0004435467928094741,1.056,0.017550000000000003,0.007325749999999999,0.0005654603914856178,7.4152103718109275e-06,0.0002301433380388974,4.131
409,409,1,23.286,75.194,-4.399,0.657,51.935,0.1825,6.748,-1.471,29.955,-0.542,0.363,31497.081,0.0005504639074974352,1.056,0.017550000000000003,0.007336249999999999,0.0005627672589688162,1.0251871747062163e-05,0.00031970649730159704,4.131
410,410,2,25.624,82.372,-5.968,0.655,57.906,0.1999,5.602,-2.12,33.556,-0.542,0.363,34503.769,0.0006605737476448216,1.056,0.017550000000000003,0.00733625,0.0005578300622524997,1.3660343912107756e-05,0.000429770734638131,4.131
411,411,2,28.021,89.548,-7.686,0.654,63.942,0.2173,3.995,-2.877,34.823,-0.551,0.367,37509.763,0.0007911357903397547,1.08,0.01585,0.007121916666666667,0.0005340224457544304,1.6038701822675413e-05,0.0004760350916154281,4.449
412,412,3,30.137,96.537,-8.521,0.677,65.568,0.2343,3.138,-3.018,41.337,-0.523,0.361,40437.191,0.0008858162971954707,1.08,0.01585,0.006964583333333334,0.0005147303701674104,2.132763245169482e-05,0.0006567379621478681,4.449000000000001
413,413,3,29.894,104.753,-7.911,0.677,64.771,0.2543,3.099,-2.981,41.786,-0.519,0.358,43878.768,0.001035375943996289,1.0635,0.01375,0.0072215,0.0005297692283737178,2.6126561716727728e-05,0.0006781070027562749,4.221
414,414,3,29.618,112.963,-7.361,0.677,63.975,0.2742,3.061,-2.945,41.233,-0.519,0.358,47317.936,0.0012040396975777864,1.0635,0.01375,0.0072215,0.0005300370333493838,2.9995882452945735e-05,0.000778140691645095,4.221
415,415,4,29.323,121.166,-6.851,0.677,63.186,0.2941,3.024,-2.908,40.665,-0.519,0.358,50754.011,0.0013852557018382324,1.0635,0.01375,0.007221499999999999,0.0005303005002157383,3.4052274014202874e-05,0.0008829310315657018,4.221
416,416,4,29.021,129.361,-6.36,0.677,62.406,0.314,2.986,-2.872,40.099,-0.508,0.353,54186.454,0.0015508218646990554,1.0295,0.01205,0.0072415833333333325,0.0005321440803728125,3.8406664987960745e-05,0.0008696898644079545,3.8360000000000007
417,417,5,28.723,137.548,-5.866,0.677,61.635,0.3339,2.949,-2.837,39.631,-0.508,0.353,57615.788,0.001753329197960733,1.0295,0.01205,0.0072415833333333325,0.0005320776445091962,4.2909662238193494e-05,0.0009717781517529909,3.8360000000000003
418,418,5,28.421,145.772,-5.402,0.676,60.854,0.3538,2.912,-2.801,39.161,-0.494,0.346,61060.66,0.001919801347608136,0.9850000000000001,0.0106,0.006934666666666667,0.0005100565868236059,4.565145190361736e-05,0.0009487288326024385,3.378
419,419,6,28.103,153.963,-4.981,0.676,60.067,0.3737,2.874,-2.765,38.563,-0.494,0.346,64492.001,0.002141632755368578,0.9850000000000001,0.0106,0.006934666666666667,0.0005112908016390849,5.02704292118191e-05,0.0010421985843223275,3.378
420,420,6,27.791,162.16,-4.549,0.676,59.284,0.3936,2.98,-2.729,38.076,-0.478,0.339,67925.318,0.0023114006335284033,0.941,0.00945,0.006063333333333333,0.00044776669921149973,4.8219725008780415e-05,0.001017664784217772,2.9339999999999997
421,421,7,27.48,170.358,-4.114,0.676,58.505,0.4135,2.941,-2.693,37.697,-0.478,0.339,71359.539,0.0025510321373147004,0.941,0.00945,0.006063333333333334,0.0004484381641332466,5.2769011902342104e-05,0.0011120087502832644,2.9339999999999997
422,422,7,27.152,178.583,-3.747,0.676,57.716,0.4335,2.901,-2.656,37.073,-0.478,0.339,74804.464,0.002803282662576794,0.941,0.00945,0.006063333333333334,0.00044883128155735806,5.70765024831416e-05,0.001201727621555628,2.9339999999999993
423,423,7,26.817,186.783,-3.397,0.676,56.931,0.4534,2.862,-2.62,36.576,-0.466,0.334,78239.431,0.0030005253843068272,0.9055,0.008799999999999999,0.005108166666666667,0.0003787115207695801,5.1977608892723724e-05,0.00120778728179824,2.5839999999999996
424,424,8,26.482,194.986,-3.05,0.676,56.147,0.4733,2.822,-2.584,36.054,-0.466,0.334,81675.644,0.003269874339803557,0.9055,0.008799999999999999,0.005108166666666666,0.0003792336211898728,5.5912262514308213e-05,0.0012974269227030537,2.5839999999999996
425,425,8,26.145,203.205,-2.713,0.676,55.364,0.4932,2.783,-2.548,35.646,-0.461,0.329,85118.157,0.003512311821154638,0.876,0.0085,0.003927583333333333,0.0002919926056318531,4.6225627072688885e-05,0.0013456430832130383,2.2940000000000005
426,426,9,25.795,211.409,-2.438,0.676,54.577,0.5131,2.743,-2.512,35.049,-0.461,0.329,88554.671,0.003801645270757399,0.876,0.0085,0.003927583333333333,0.00029233661039572325,4.925441370807522e-05,0.0014321248233394863,2.294
427,427,9,25.445,219.613,-2.161,0.676,53.792,0.533,2.704,-2.476,34.542,-0.469,0.326,91991.311,0.004123661215377016,0.851,0.00835,0.0028260833333333332,0.00021066229579411047,3.774803928511705e-05,0.0014962151952373215,2.05
428,428,10,25.097,227.816,-1.883,0.676,53.009,0.553,2.665,-2.44,34.076,-0.469,0.326,95427.203,0.004437452848555646,0.851,0.00835,0.0028260833333333332,0.0002109500010209901,4.012678256661375e-05,0.0015883319877200931,2.05
429,429,10,24.743,236.036,-1.636,0.676,52.224,0.5729,2.625,-2.404,33.55,-0.466,0.326,98870.414,0.004746471852220876,0.8314999999999999,0.0083,0.003330416666666667,0.00024891168608125495,5.0041826472222654e-05,0.0016686527107604811,1.98
430,430,10,24.383,244.242,-1.423,0.676,51.438,0.5928,2.586,-2.367,33.023,-0.466,0.326,102307.809,0.0050822470456303274,0.8314999999999999,0.0083,0.003330416666666667,0.0002493274893906663,5.282875232039859e-05,0.0017586454078164834,1.98
431,431,11,24.024,252.448,-1.21,0.676,50.654,0.6127,2.546,-2.331,32.515,-0.466,0.326,105745.3,0.005429506412446429,0.8314999999999999,0.0083,0.003330416666666667,0.00024971307150235025,5.565613750048262e-05,0.0018499069290798342,1.98
432,432,11,23.666,260.656,-0.996,0.676,49.87,0.6327,2.507,-2.295,32.061,-0.484,0.327,109183.317,0.005929332691095954,0.8165,0.0083,0.00425525,0.0003195450602842005,7.486659723763817e-05,0.001944617001807932,1.818
433,433,12,23.299,268.872,-0.833,0.676,49.084,0.6526,2.467,-2.259,31.5,-0.484,0.327,112624.791,0.006309010452772372,0.8165,0.0083,0.00425525,0.0003199677904126737,7.837040944198217e-05,0.002032937120106722,1.818
434,434,12,22.932,277.079,-0.677,0.675,48.299,0.6725,2.428,-2.223,30.998,-0.495,0.323,116062.45,0.006759214541860763,0.806,0.0083,0.004148833333333333,0.00031243561604802494,7.99718780233897e-05,0.002124490786262044,1.7109999999999999
435,435,13,22.565,285.287,-0.524,0.675,47.514,0.6924,2.388,-2.187,30.484,-0.502,0.321,119500.644,0.007204121177725067,0.7995000000000001,0.00825,0.004017166666666666,0.00030296358813189356,8.084620803170759e-05,0.0022015226990618458,1.645
436,436,13,22.198,293.501,-0.376,0.675,46.729,0.7124,2.349,-2.151,30.015,-0.502,0.321,122941.234,0.007624926435367555,0.7995000000000001,0.00825,0.004017166666666666,0.00030341649814696875,8.437894822767898e-05,0.0022942929179189274,1.645
437,437,14,21.825,301.709,-0.274,0.675,45.944,0.7323,2.309,-2.115,29.471,-0.507,0.32,126379.647,0.00809680524319855,0.796,0.0082,0.00389475,0.0002945970297472623,8.500342733194571e-05,0.0023660391441147326,1.609
438,438,14,21.453,309.917,-0.17,0.675,45.159,0.7522,2.27,-2.078,28.965,-0.507,0.32,129817.62,0.008543320684529378,0.796,0.0082,0.00389475,0.00029504807200878214,8.828516627277251e-05,0.0024536285172376475,1.609
439,439,14,21.081,318.125,-0.066,0.675,44.374,0.7721,2.231,-2.042,28.468,-0.509,0.319,133255.733,0.009013458498658911,0.795,0.0082,0.0038605,0.0002928837666049141,9.075656201429674e-05,0.0025409527374766656,0.0
440,440,15,20.706,326.34,0.014,0.675,43.588,0.7921,2.191,-2.006,27.962,-0.509,0.319,136696.817,0.00948498100234183,0.795,0.0082,0.0038605,0.0002933279467687763,9.395081532136135e-05,0.002626400566743302,0.0
441,441,15,20.329,334.546,0.069,0.675,42.803,0.812,2.152,-1.97,27.443,-0.509,0.319,140134.395,0.009968025653073467,0.795,0.008150000000000001,0.0038605,0.0002937933468992129,9.705491167437946e-05,0.0026923602542216446,0.0
442,442,16,19.952,342.754,0.128,0.675,42.018,0.8319,2.112,-1.934,26.937,-0.51,0.319,143572.523,0.010476825238905862,0.794,0.0081,0.003828916666666667,0.00029184953043665635,9.933687639364506e-05,0.0027569984354083557,1.588
443,443,16,19.576,350.962,0.187,0.675,41.233,0.8518,2.073,-1.898,26.431,-0.51,0.319,147010.586,0.010984600026256734,0.794,0.0081,0.003828916666666667,0.00029231831285466065,0.00010236111616262445,0.002836377347763002,1.588
444,444,17,19.201,359.17,0.248,0.674,40.449,0.8718,2.033,-1.862,25.927,-0.517,0.317,150448.673,0.01158354024507352,0.7879999999999999,0.008150000000000001,0.00365825,0.0002797498279727274,0.00010063894263470714,0.002931931677730378,1.5270000000000001
445,445,17,18.826,367.378,0.311,0.674,39.664,0.8917,1.994,-1.826,25.426,-0.531,0.314,153886.78,0.01226152815065406,0.7745,0.0083,0.003374833333333333,0.0002585178527414298,9.541709519857568e-05,0.003063470788380331,1.391
446,446,18,18.451,375.586,0.371,0.674,38.881,0.9116,1.954,-1.79,24.928,-0.529,0.31,157325.252,0.01272942993067549,0.7535,0.0086,0.003128166666666667,0.00024003010141902405,9.078357053641027e-05,0.0032526699859622248,1.18
447,447,18,18.071,383.796,0.416,0.674,38.099,0.9315,1.915,-1.754,24.425,-0.518,0.304,160764.226,0.013026435072356703,0.724,0.0092,0.0030369999999999998,0.00023337484136030462,9.030798293560056e-05,0.0035600814473605207,0.89
